"ISO3","Year","Region","country","LandArea","ArablePercent","Population","PopGrowth","RuralPopulation","UrbanPopulation","BirthRatePer1K","FertilityRate","PrimarySchoolAge","LifeExpectancy","AgeDepRatioOld","CO2Emissions","GDP","GDPPerCapita","GDPPerCapGrowth","Inflation","TotalTrade","Exports","Imports","FDIIn","AgriEmployment","MobileCellSubscriptions","NaturalResourceRents","GovtExpenditures","PublicHealthExpend","PoliticalStability","RuleOfLaw","ControlOfCorruption","IncomeLevel","RuralLevel","UrbanLevel","PopGrowthLevel","EconGrowthLevel","TradeLevel","AgricultureLevel"
"LSO",2019,"Sub-Saharan Africa","Lesotho",30360,4.95388669301713,2209405,1.17469837087993,61.3959079553741,38.6040920446259,26.44,2.924,6,55.249,6.2841112690502,0.354575100536117,2299976266.27346,1040.99351014117,-2.56925986092637,5.18708359197982,140.51663349168,46.2093281781161,94.3073053135637,1.49464849213428,29.8342908721852,76.1124827725111,3.73425482845294,37.6925712652716,6.75437784,60.9752323,51.0859937,47.2835466,"Lower middle income","High","Low","High","Low","High","High"
"LTU",2019,"Europe & Central Asia","Lithuania",62620,35.3225806451613,2811089,-0.288120400605037,32.754264831543,67.245735168457,8.9,1.43,7,76.2829268292683,30.5341477917016,5.08575146500164,49002127329.2631,17431.7239081591,4.97938353929399,2.33450937988027,148.374996011818,76.8187229886379,71.5562730231805,6.23035300556357,6.43624094961336,132.528841977519,0.334182488318804,16.7659394694471,4.52023697,82.6773936,75.1713472,63.2003477,"High income","Low","High","Low","High","High","Low"
"LUX",2019,"Europe & Central Asia","Luxembourg",2574.46,24.0667945899334,620001,1.9628449198635,6.7410160265233,93.2589839734767,10,1.34,6,82.6390243902439,20.8171874347396,15.63174898105,66707085285.153,107591.899505248,0.752175646219683,1.74332075653848,382.66078058442,206.580145839872,176.080634744548,234.310617307358,0.749610459995935,131.870169616698,0.00887356762506664,17.2119600038645,4.69412756,88.1954355,88.6868729,93.5806908,"High income","Low","High","High","Low","High","Low"
"LVA",2019,"Europe & Central Asia","Latvia",62227,21.1965866906648,1913822,-0.695239140136066,31.933676305754,68.066323694246,9.8,1.61,7,75.3878048780488,32.0603317854173,4.13194121501373,29335802338.5259,15328.3859933295,1.37774612596324,2.81140920075624,125.29163170793,62.5368430163073,62.7547886916228,3.37100266711483,6.81182695868122,108.221910991332,1.18938805075522,19.4780356655043,4.10785341,77.4765827,71.2277193,62.0056741,"High income","Low","High","Low","Low","High","Low"
"MAC",2019,"East Asia & Pacific","Macao SAR, China",32.9,NA,672000,1.96865626033754,0,100,8.9,0.899,6,83.9292682926829,14.111336716759,3.34419642857143,50886936460.4335,75724.6078280261,-4.36234107753577,2.75193081051975,115.23129893555,82.646781315937,32.5845176196127,11.7748789603391,0.400020241378438,416.260540646881,0.000345302748769397,10.2159750855141,NA,85.5180621,72.5641029,59.4802492,"High income","Low","High","High","Low","High","Low"
"MAF",2019,"Latin America & Caribbean","St. Martin (French part)",50,NA,34267,-4.96694243141292,0,100,18.955,2.791,NA,80.078,25.4676324958738,NA,NA,NA,11.9233703264347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Low","High","Low","High",NA,NA
"MAR",2019,"Middle East & North Africa","Morocco",446300,15.4581313018149,36210898,1.03022315933698,38.1569549766235,61.8430450233765,18.258,2.342,6,74.245,10.1746908680514,1.9847450344921,123651944968.713,3364.73950195313,1.81642055572905,0.303386036590383,75.9981158798422,34.093057468891,41.9050584109511,1.33479789567415,31.6221622583243,128.874798962456,0.321780512925498,18.1789365690301,2.02342105,59.225745,51.4596208,39.238828,"Lower middle income","Low","High","Low","High","High","High"
"MCO",2019,"Europe & Central Asia","Monaco",2.027,NA,38109,-0.118012680389237,0,100,9.965,2.403,6,86.151,70.9164572542182,NA,7072369914.49454,185582.66851648,7.24738037567747,NA,NA,NA,NA,NA,NA,88.6483507832795,0,NA,3.3414309,92.3515614,83.4086617,84.3407096,"High income","Low","High","Low","High",NA,NA
"MDA",2019,"Europe & Central Asia","Moldova",32885.9,51.3867645404261,2664224,-1.60031653578231,59.227710723877,40.772289276123,12.637,1.78,7,70.181,20.7793602229714,3.41941968843461,9161406662.06896,3438.67732670712,5.22280984962049,4.83778351428729,87.6322371148906,31.1910849579769,56.4411521569138,4.44218297010915,57.2971793716924,116.105189229966,0.249756859922812,15.2110207292095,3.87679625,63.3755268,50.5150974,32.2024192,"Upper middle income","High","Low","Low","High","High","High"
"MDG",2019,"Sub-Saharan Africa","Madagascar",581800,5.15641113784806,28219554,2.60136633480103,69.6953027629796,30.3046972370204,33.594,4.221,6,63.504,5.49617044457009,0.142139028845034,13186360203.1442,467.27741349648,1.73013722889858,5.61051441492365,62.6013230457128,28.4244012431975,34.1769218025153,3.36279830994653,70.880430904178,46.077978411707,4.7078522848274,15.1061191330375,0.68268955,56.8504887,42.5157673,29.1178563,"Low income","High","Low","High","High","Low","High"
"MDV",2019,"South Asia","Maldives",300,13,487731,3.04593554452725,59.9507235216718,40.0492764783282,12.597,1.64,6,79.707,5.14498656920164,3.10683553024106,5460112147.97969,11194.9253748064,3.71535274800274,0.220029731065383,137.125230875185,65.5134179400092,71.6118129351757,16.7834728448357,13.2520149993535,169.774322321116,0.00274890529404401,16.5770131482612,5.87739515,64.5089747,48.6393597,37.3140909,"Upper middle income","High","Low","High","High","High","Low"
"MEX",2019,"Latin America & Caribbean","Mexico",1943950,9.97968054733918,125762982,0.950144329831411,21.644015667008,78.355984332992,16.877,2.02,6,74.53,11.0597076431255,3.92542377851696,1277682078136.65,10159.4448367696,-1.33462177697962,3.63596142127046,77.4619722509459,38.5296507889335,38.9323214620124,2.29651449559824,12.8908860045255,97.0358606795758,2.09126302062882,11.1079031004189,2.60652828,50.5648971,41.8879329,29.8469098,"Upper middle income","Low","High","Low","Low","High","Low"
"MHL",2019,"East Asia & Pacific","Marshall Islands",180,2.77777777777778,44007,-2.86271396531764,23.0577287957846,76.9422712042154,23.736,3.012,6,66.047,5.82743674285926,0.00227236575999273,227200000,5162.81500670348,13.6597363046024,NA,153.007728638901,37.0618720480893,115.945856590812,2.21765571320359,NA,36.3578521598836,0,66.0351223701159,6.66548347,85.5530879,71.5566641,54.9495562,"Upper middle income","Low","High","Low","High","High",NA
"MKD",2019,"Europe & Central Asia","North Macedonia",25220,16.6137985725615,1876262,-0.679308688552216,39.3713151897868,60.6286848102132,9.6,1.34,6,76.6024390243903,23.5208765717986,4.62504703500897,11185494933.6944,5961.58475399191,4.61869501137757,0.766439573459805,138.576231840539,62.4080567878813,76.1681750526576,4.35892493383855,13.4221619884512,101.231634434543,0.146172211539348,13.9974562678743,4.25745583,66.5630218,52.0384426,38.5432115,"Upper middle income","High","Low","Low","High","High","Low"
"MLI",2019,"Sub-Saharan Africa","Mali",1220190,6.52603283095256,21068405,3.01814494306617,71.6479284250491,28.3520715749509,41.139,5.892,7,59.217,5.05653040764506,0.290188080208255,19167003985.7703,909.751069706998,1.8782927302578,-1.65826694846365,53.9987132798636,21.7272254994959,32.2714877803678,4.19531107984596,57.3529863277698,108.814511587375,7.85842877214771,12.6301441404934,1.1192745,30.7915798,43.0466435,32.2290956,"Low income","High","Low","High","High","Low","High"
"MLT",2019,"Middle East & North Africa","Malta",320,28.34375,503912,4.05171762437788,5.06679674753561,94.9332032524644,8.6,1.14,5,82.6585365853659,27.3808966815997,3.32002413119751,14876816607.292,29522.6480165028,-0.0478839092805288,1.6420600176894,233.070440941958,124.520039315181,108.550401626777,198.199646841408,1.01693704278518,125.866492068688,0,16.8902820429069,5.55893612,81.5983506,74.4951369,56.2825604,"High income","Low","High","High","Low","High","Low"
"MMR",2019,"East Asia & Pacific","Myanmar",652700,16.8383637199326,52640713,0.702425162747352,69.9217563054768,30.0782436945232,17.774,2.206,5,66.457,9.2496984715653,0.653317518704581,75854734833.6027,1440.98988236734,5.83309474734135,8.82506696804558,NA,NA,NA,2.31211211194364,49.7566078402761,155.669416939698,5.88188183004994,NA,0.60877246,42.6196691,36.5408084,32.3701851,"Lower middle income","High","Low","Low","High",NA,"High"
"MNE",2019,"Europe & Central Asia","Montenegro",13450,0.669144981412639,626753,0.0502716675485305,34.8313240095841,65.1686759904159,11.5,1.8,6,76.6829268292683,24.7795773840173,NA,4682028157.33813,7470.29237568568,4.34144828521134,0.361563704540767,110.0161238696,44.3238379207013,65.6922859488993,7.61521877220221,7.14950338649298,188.173957398388,0.616491593549262,18.7637676616963,5.06746101,69.2355697,58.3152102,46.5868208,"Upper middle income","Low","High","Low","High","High","Low"
"MNG",2019,"East Asia & Pacific","Mongolia",1557258,0.714078206694074,3267673,1.8371507310985,32.1722700448443,67.8277299551557,24.4,3,6,71.0531707317073,6.57133593267847,7.75337679137417,14174566537.4555,4337.8167085432,3.67988421239794,7.30106953550729,124.396514621165,59.2172331806539,65.1792814405109,17.1989395200126,32.2994495143044,136.719198864644,14.7739570464507,13.1079648639038,2.11976218,78.5056124,53.4566149,35.4019257,"Upper middle income","Low","High","High","High","High","High"
"MNP",2019,"East Asia & Pacific","Northern Mariana Islands",460,0.173913043478261,48129,-1.95055872430955,8.38371478658379,91.6162852134162,16.029,2.559,NA,77.844,8.11584789796882,0.00207774938186956,1032436363.63636,21451.4401636511,-9.70326849241671,NA,104.749787955895,42.4936386768448,62.25614927905,NA,NA,NA,0,NA,NA,NA,NA,NA,"High income","Low","High","Low","Low","High",NA
"MOZ",2019,"Sub-Saharan Africa","Mozambique",786380,7.18482158752766,29884380,2.9397415898529,66.5822758482968,33.4177241517032,39.117,5.016,6,61.306,5.41226527495752,0.288756199727081,18442825951.8799,617.13932000195,-0.646283515954551,2.80270307928111,105.591171401921,37.1420563608323,68.4491150410889,21.7841914901932,71.7705840243514,49.4350694242276,12.6767242973038,22.5751969191515,1.8260498,51.7248231,40.346014,30.128006,"Low income","High","Low","High","Low","High","High"
"MRT",2019,"Sub-Saharan Africa","Mauritania",1030700,0.436596487823809,4467708,2.95347297852629,43.9403784220854,56.0596215779146,36.211,4.984,6,67.64,6.25815200777158,1.00413903504884,7189230027.94751,1609.15396170643,0.13930852413786,2.30009262117937,93.4866941351317,42.3975240406607,51.089170094471,-11.1917343784634,34.0103128073331,105.441089704161,2.61191416207025,13.295473572103,1.10124004,54.8692793,43.5035102,27.9977303,"Lower middle income","High","Low","High","Low","High","High"
"MUS",2019,"Sub-Saharan Africa","Mauritius",1997,37.5563345017526,1265985,0.0322330642925213,60.7490507193045,39.2509492806955,10.2,1.41,5,74.2358536585366,15.0828140822214,3.32168232640987,14066792766.4264,11111.3423669526,2.83079852696363,0.405655190309553,127.940899064133,60.3459360407147,67.5949630234179,3.03223371830849,5.262929212073,145.117277088014,0.00235978741871314,14.5392459934016,2.50442028,81.7653421,72.333803,54.3280722,"Upper middle income","High","Low","Low","High","High","Low"
"MWI",2019,"Sub-Saharan Africa","Malawi",94280,41.1327959270259,19025752,2.65059567621331,83.8616253380999,16.1383746619001,32.902,3.952,6,64.995,5.1621657635162,0.294726852321002,10842133933.7208,569.866249371948,2.9515101541935,9.3708360560567,44.1954524635798,12.9894565946906,31.2059958688892,0.499715595789277,63.8845220843414,46.7841008334388,4.24376277062568,22.402273573662,1.53329957,61.0696748,51.718876,31.6146192,"Low income","High","Low","High","High","Low","High"
"MYS",2019,"East Asia & Pacific","Malaysia",328550,2.51197686805661,33440596,1.59646653343981,25.1622292265958,74.8377707734042,14.233,1.777,6,75.9,9.38874110057873,7.63039929073035,364602265936.14,10902.9834855856,2.75950122381441,0.662891865764326,123.028562027943,65.2777668428576,57.7507951850853,2.50697705748044,10.2240384296119,133.372921941941,6.19635932474839,11.653100184343,2.00959897,68.6426383,62.7978859,57.1842175,"Upper middle income","Low","High","High","High","High","Low"
"NAM",2019,"Sub-Saharan Africa","Namibia",823290,0.971711061715799,2650494,2.79932223646079,51.9980192275161,48.0019807724839,28.386,3.404,7,63.546,6.0063827613407,1.45542679968338,11246291861.588,4243.09274481966,-3.57649160039189,3.72239414422695,82.9011507426355,36.4008818615818,46.5002688810536,-1.40710628631611,22.8546922006225,106.53315947895,1.43731396410693,25.5542319178444,5.26885462,75.9027575,60.1644108,56.5967252,"Lower middle income","High","Low","High","Low","High","High"
"NCL",2019,"East Asia & Pacific","New Caledonia",18280,0.326586433260394,283606,0.0229217470195887,32.8425326292168,67.1574673707832,15.183,2.05,6,77.262,14.8217694902843,20.3934331431634,NA,NA,-1.42259824757296,NA,58.2103670990099,18.3293636039604,39.8810034950495,7.63514854874616,1.90283652098352,91.6764807514651,0.0122251541031086,NA,NA,83.995374,75.1335232,NA,"High income","Low","High","Low","Low","Low","Low"
"NER",2019,"Sub-Saharan Africa","Niger",1266700,13.9733164916713,22947757,3.36654855482346,83.186853500315,16.813146499685,43.366,6.537,7,60.031,5.10657004693904,0.103413157111608,12084371848.8128,526.60361746086,2.56706453200282,-2.48979265070855,39.289303673296,11.9560620288967,27.3332416443993,5.7737467118799,74.4532544571212,52.8112616845298,5.81263963543114,14.1087503767947,2.02236509,45.5647454,47.6855287,38.9720972,"Low income","High","Low","High","High","Low","High"
"NGA",2019,"Sub-Saharan Africa","Nigeria",910770,40.4844252665327,209485641,2.1944019229433,41.0388813572944,58.9611186427056,34.685,4.861,6,53.009,5.52969938893295,0.60197968413501,509371727741.802,2431.53528475874,-0.0100047582209584,11.3964223378115,NA,NA,NA,0.344961215906745,38.9891158285411,88.1169010528984,8.35322267194456,NA,0.46980387,32.1888547,42.5472027,25.065908,"Lower middle income","High","Low","High","Low",NA,"High"
"NIC",2019,"Latin America & Caribbean","Nicaragua",120340,12.4896127638358,6483657,1.29742127419157,41.4594328551928,58.5405671448072,20.808,2.321,6,73.764,7.98069919576774,0.821126102136495,13096437236.4148,2019.91518620044,-4.14856907147293,5.37628990844126,94.0422159246213,44.8044297851925,49.2377861394288,3.96093444094211,30.6465182735337,89.2772705280369,1.28485958829485,15.2130925728858,5.2335391,49.7556204,34.0156849,23.4666749,"Lower middle income","High","Low","High","Low","High","High"
"NLD",2019,"Europe & Central Asia","Netherlands",33670,30.0297000297,17344874,0.65507157480522,6.1101971143521,93.8898028856479,9.8,1.57,6,82.1121951219512,29.2669350875926,9.10784361996519,854304853959.192,49254.024789064,1.63221248669214,2.63369910249591,160.676671884999,85.3209394926528,75.3557323923463,-13.7565327156949,2.0101474461133,124.08833250929,0.218267467639851,24.3757584960597,6.55726242,77.8266632,88.6893891,87.3214396,"High income","Low","High","Low","Low","High","Low"
"NOR",2019,"Europe & Central Asia","Norway",365094,2.19670002793801,5347896,0.675061373245644,17.5064105121719,82.4935894878281,10.2,1.53,6,82.9585365853659,26.6925311275947,8.47933467666537,427497488848.368,79937.5097885912,0.787031849898966,2.16773003305411,68.880243105732,35.6950517697888,33.1851913359431,3.84915053606091,2.07711059080315,108.00526578567,6.26890345034754,23.3796411002972,8.94719028,84.2852607,91.9420038,89.5599286,"High income","Low","High","Low","Low","Low","Low"
"NPL",2019,"South Asia","Nepal",143350,13.2660048831531,28414064,1.18377302604311,34.0126070515843,65.9873929484157,20.648,2.08,5,69.299,9.59850743751118,0.473751308506942,30605298792.5448,1077.11796498188,5.40192160337149,5.56616035243723,49.2495265869012,7.77993647445109,41.4695901124501,0.542801979747667,23.7731934205369,136.186080245332,0.446189344690663,8.11709521128419,1.10283434,58.9654864,49.8603954,32.9410774,"Lower middle income","Low","High","High","High","Low","High"
"NRU",2019,"East Asia & Pacific","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8692421,60.6385174,56.9235673,"High income",NA,NA,NA,NA,NA,NA
"NRU",2019,"East Asia & Pacific","Naoero",20,NA,11587,0.953874731639391,0,100,29.581,3.531,6,61.393,3.37432084643981,0,89071545.0717802,7687.19643322519,7.51652861776262,NA,155.906685714286,60.3950285714286,95.5116571428571,1.74896481068595,NA,86.3036161215155,0,NA,10.3461647,NA,NA,NA,"High income","Low","High","Low","High","High",NA
"NZL",2019,"East Asia & Pacific","New Zealand",263310,2.07360145835707,4970300,1.41225538599445,16.195034128333,83.804965871667,11.98,1.72,5,82.0560975609756,23.3497382681178,7.49357181659055,201872346390.44,40615.7266946543,0.888801067116702,1.61963190184048,54.4612464097007,27.320284070356,27.1409623393447,1.44301683692321,5.82540906680777,120.475335425902,1.50327657838238,18.8219798974156,6.2196641,89.6102464,87.6651647,91.4284732,"High income","Low","High","High","Low","Low","Low"
"OMN",2019,"Middle East & North Africa","Oman",309500,0.247689822294023,4591241,-0.144431732263903,20.4219982454038,79.5780017545962,18.858,2.696,6,79.946,3.5566973448355,18.6062766036459,83053651985.4157,18089.586668488,-0.985733221362153,0.490815362820671,86.4782010313236,49.4929030047786,36.9852980265451,2.26908923371353,4.7924288327127,138.232111508042,24.9800297060137,23.1085016273177,3.33252549,74.7215562,61.451403,51.1189348,"High income","Low","High","Low","Low","High","Low"
"PAK",2019,"Middle East & North Africa","Pakistan",770880,39.6040888335409,230800899,1.69187124669657,62.8908368264231,37.1091631735769,28.986,3.81,5,66.729,6.87845721571853,0.861524807145574,363242090361.647,1573.8330826937,0.778096107046181,10.5780305672025,28.9055769867032,9.3908635386027,19.5147134481005,0.696146480411465,38.3089008456774,71.6660323753765,1.30340484004876,10.7497525398245,0.94332874,32.9381408,42.9850137,28.1909519,"Lower middle income","High","Low","High","Low","Low","High"
"PAN",2019,"Latin America & Caribbean","Panama",74180,7.61660825020221,4234700,1.59097727067192,34.247014603621,65.752985396379,17.57,2.288,6,78.514,12.3788499498102,3.10862634897395,66072040231.8554,15602.5315209709,1.47558922151505,-0.355083821021246,80.4286505649569,40.2141745207689,40.2144760441879,6.71350419888271,16.0576090584447,137.570004959029,0.31611229608813,11.1248445506332,4.61607218,72.7148713,52.1697757,36.8493715,"High income","Low","High","High","Low","High","Low"
"PER",2019,"Latin America & Caribbean","Peru",1280000,2.7970515625,32449303,1.71486934751345,16.8966996912895,83.1033003087105,16.853,2.086,6,76.275,13.1433556006357,1.79270106356368,215017545590.315,6626.26083494969,0.502286291227506,2.25212191358027,46.9435053754409,24.0390874349068,22.9044179405342,2.25881990677455,23.7015105661506,122.790350843591,2.49912146958912,13.2443725852511,3.24168658,64.3760867,49.1090845,37.9326499,"Upper middle income","Low","High","High","Low","Low","High"
"PHL",2019,"East Asia & Pacific","Philippines",298170,18.7476942683704,110804683,1.21615534645287,46.2842140051983,53.7157859948017,18.104,2.215,6,69.68,7.03881786604626,1.33500133744347,396224439236.642,3575.88170922922,4.83577546655691,2.39206534422404,68.8418422595678,28.3829200126393,40.4589222469285,2.30117498598294,22.6054798824319,151.006642923206,0.78530018741462,12.4677544303537,1.69175851,48.650639,45.8276987,35.4840983,"Upper middle income","High","Low","High","High","Low","High"
"PLW",2019,"East Asia & Pacific","Palau",460,0.652173913043478,17798,-0.0898573575007226,20.7196185847173,79.2803814152827,11.921,1.984,6,68.982,12.7299889919799,71.2608158220025,277764180.223659,15606.4827634374,0.390852393445343,0.26737967914444,115.497705299446,38.3226341885556,77.1750711108904,16.148733481348,NA,134.846611978874,0,33.780155628223,7.04400301,85.4289661,76.916423,56.9235673,"High income","Low","High","Low","Low","High",NA
"PNG",2019,"East Asia & Pacific","Papua New Guinea",452860,0.728702027116548,9609010,2.25754045467385,86.0721732553053,13.9278267446947,26.466,3.322,7,65.331,4.9246419244037,0.52413307926623,24719771866.5529,2572.56177967896,2.14824964998061,3.92867290939597,NA,NA,NA,1.35581279394242,33.4428018978125,47.1952885885227,13.8152037166577,NA,1.3562634,52.2428295,44.6747778,27.8739452,"Lower middle income","High","Low","High","High",NA,"High"
"POL",2019,"Europe & Central Asia","Poland",306110,36.1144686550586,37965475,-0.0244271070993493,40.0373815931037,59.9626184068963,9.9,1.44,7,77.9048780487805,26.1990699797808,8.21985501300853,577884228677.544,15221.3090624454,4.60600727341085,2.22747880938291,101.581033817373,52.6128934811742,48.9681403361987,3.15455649244208,9.15364541967772,126.597314882311,0.671601200907606,17.8183081676231,4.56083679,77.4004756,66.0240098,62.3529926,"High income","High","Low","Low","High","High","Low"
"PRI",2019,"Latin America & Caribbean","Puerto Rico (US)",8870,5.65952649379932,3302691,0.364032148393714,6.0480087777747,93.9519912222253,6.4,0.982,6,81.438,33.7489296483406,3.8228523346568,96389357184.3707,29185.0969964707,1.30600530158883,NA,107.571456836722,60.5788840862048,46.9925727505175,NA,1.29272215319752,102.552928381388,0,7.97249786923171,NA,67.7417359,65.8227702,53.5808074,"High income","Low","High","Low","Low","High","Low"
"PRK",2019,"East Asia & Pacific","Korea, Dem. People's Rep.",120410,19.0598787476123,26037632,0.409804313568107,37.6457773388422,62.3542226611578,13.405,1.825,7,72.928,15.6165332649649,2.81942305659747,NA,NA,NA,NA,NA,NA,NA,NA,52.9194884825273,16.3340506540687,NA,NA,NA,62.6995174,27.4713563,15.9258673,"Low income","Low","High","Low",NA,NA,"High"
"PRT",2019,"Europe & Central Asia","Portugal",91605.6,10.891940012401,10286263,0.0237334946497115,38.885072749387,61.114927250613,8.4,1.44,6,81.6756097560976,34.9418993381056,4.51358282400518,221866335067.158,21569.1874752919,2.72130207848775,0.338178410046124,86.7709889083586,43.6531259432991,43.1178629650595,4.5038935303436,2.8773483224011,115.145564535894,0.221431953517005,16.9462589368138,5.77892017,82.875641,76.1813298,63.9897898,"High income","Low","High","Low","High","High","Low"
"PRY",2019,"Latin America & Caribbean","Paraguay",397300,10.8775265542411,6515058,1.35488116957369,35.0154701700071,64.9845298299929,21.421,2.525,6,73.668,9.32701933835016,1.30801598389454,40677000526.59,6243.53620897773,-1.74219112718859,2.75709727562775,71.2221617342433,36.0872909434467,35.1348707907966,1.28022785728037,18.7222459631732,119.137051427631,1.37779411178328,11.9462687058924,3.31885815,66.5012496,49.572808,30.1224437,"Upper middle income","Low","High","High","Low","High","High"
"PSE",2019,"Middle East & North Africa","West Bank and Gaza",6020,8.34340531561462,4685306,2.51178246264674,14.1863825816344,85.8136174183656,29.708,3.591,6,75.811,6.15223930136959,NA,15829000000,3378.4346209191,-1.15161366535136,1.58018333639455,68.9934922812035,15.5210552426533,53.4724370385502,0.769720046510608,6.15273929337593,86.7372172316252,0,20.660110310211,3.66190886,39.877049,42.3082028,41.4153132,"Lower middle income","Low","High","High","Low","Low","Low"
"PYF",2019,"East Asia & Pacific","French Polynesia",3471,0.720253529242293,279034,-0.279503231980126,38.2175857572492,61.7824142427508,11.938,1.567,6,83.195,12.6459636311052,2.81327723503229,5940599015.38201,21289.8751241139,2.97688844901971,NA,63.3061124024003,20.5923590296429,42.7137533727575,0.21140096510623,2.25211311111735,113.964606463728,0.0033458094981088,30.6497192744132,NA,81.3247888,72.4164867,NA,"High income","Low","High","Low","High","Low","Low"
"QAT",2019,"Middle East & North Africa","Qatar",11490,1.82767624020888,2638657,2.21962210028933,0.880830332793295,99.1191696672067,9.979,1.731,6,82.945,1.39086324092541,44.592192164423,167371229300.128,63430.4607609581,-1.52203684233693,-0.666641124861147,90.0463755485388,52.1888599262863,37.8575156222525,-1.59472537643955,1.53400410893958,140.01721278049,22.3739866660968,18.4635893006111,2.72214365,80.9649085,65.4644262,65.6191706,"High income","Low","High","High","Low","High","Low"
"ROU",2019,"Europe & Central Asia","Romania",230080,38.9690542420028,19371648,-0.526814821936341,47.1068164775138,52.8931835224862,10.3,1.77,6,75.6073170731707,28.467890724979,4.18922540818417,216910469745.256,11197.3162915853,4.50941296110349,3.82785432599438,84.9063630584793,40.3352034270657,44.5711596314136,2.94522918789332,12.7807371953682,116.252345583749,0.798252105262357,17.5583336108956,4.56736565,76.9166376,63.2771988,45.4274242,"High income","High","Low","Low","High","High","Low"
"RUS",2019,"Europe & Central Asia","Russian Federation",16376870,7.42809828740168,145453291,0.037947213753429,25.3777140048074,74.6222859951926,10.1,1.504,7,73.0839024390244,22.3832159682268,12.7738739166789,1461551317111.73,9882.0244140625,2.14202624717367,4.47202631837903,49.2287536619033,28.4334306799759,20.7953229819275,1.88851731564914,5.89324201911773,163.646302441755,12.2071140110196,18.1013664111203,3.45416045,59.0848287,42.0461647,32.2767016,"High income","Low","High","Low","High","Low","Low"
"RWA",2019,"Sub-Saharan Africa","Rwanda",24670,48.3177948925821,12776103,2.28086099658628,77.0288973002638,22.9711026997362,30.672,3.985,7,66.691,5.89157422068653,0.118588586832777,11036918642.0266,863.872077583172,6.82168128112207,3.34787655037648,48.892715033759,22.0304453174238,26.8622697163352,2.50181125622142,47.2697178432574,75.5985451901883,3.81709032313618,14.7106449804619,1.76991165,67.9716355,54.5454018,57.0042683,"Low income","High","Low","High","High","Low","High"
"SAU",2019,"Middle East & North Africa","Saudi Arabia",2149690,1.59577287888021,30063799,-0.439701419074031,16.3605356731322,83.6394643268678,18.075,2.49,6,78.313,3.4126633949533,19.2859458646594,748759049109.6,24905.6697428558,2.09953683085793,-1.19298644533328,56.7938204886513,32.159204977113,24.6346155115383,0.346411455797861,3.09659072429364,135.526154774497,25.453167735458,22.6767882524964,4.03419542,56.4504428,54.0463,52.166833,"High income","Low","High","Low","High","Low","Low"
"SDN",2019,"Sub-Saharan Africa","Sudan",1868000,11.2392933618844,45548175,2.93537902352139,65.5272314175764,34.4727685824236,34.909,4.617,6,65.803,5.2668601968206,0.515296167190014,51312429477.3951,1126.55297851563,-5.00795943799888,50.9940515002965,26.1196204552625,8.45298341762853,17.666637037634,2.55226968828806,37.9137027873199,72.4818502607404,8.25976911220096,6.17093549809089,1.03735721,37.6186719,32.485736,18.0777287,"Low income","High","Low","High","Low","Low","High"
"SEN",2019,"Sub-Saharan Africa","Senegal",192530,19.2956941775308,16352922,2.71760793051867,50.0556678726523,49.9443321273477,30.405,4.1,6,67.668,6.3104875100114,0.674423812453823,22560634320.1241,1379.60875249843,1.80892290272958,1.76011151192939,64.2362506061005,24.9831341973865,39.253116408714,4.55247618583033,22.9897261028775,109.341890091569,2.75988310568798,14.0076479696607,1.05768847,66.9717571,55.0407431,47.8481741,"Lower middle income","High","Low","High","High","Low","High"
"SGP",2019,"East Asia & Pacific","Singapore",716,0.782122905027933,5703569,1.14428330688929,0,100,8.8,1.14,6,83.5951219512195,14.2882283779185,9.79870673958709,348524066699.398,61106.3119775351,0.00783404280791444,0.567829988405447,324.270088576625,176.819042272174,147.45104630445,28.1758142041642,0.113041897035994,159.347378272364,0.000169266160429021,10.2533964942464,2.2847712,87.3842662,83.234615,90.7440179,"High income","Low","High","High","Low","High","Low"
"SLB",2019,"East Asia & Pacific","Solomon Islands",27990,0.821722043586995,728147,2.65049803426017,72.724893249724,27.275106750276,28.413,3.8,6,69.981,6.50286396181384,0.438510355738608,1487670872.02155,2043.09139778307,-0.912183037350545,1.63485544012247,82.9985659020552,36.4970023039809,46.5015635980743,2.02495638459342,40.7019122368699,65.6620160489572,19.145353163623,27.6261686257018,3.25913024,73.0612794,55.5425693,47.8640293,"Lower middle income","High","Low","High","Low","High","High"
"SLE",2019,"Sub-Saharan Africa","Sierra Leone",72180,21.9451371571072,7731991,2.32146457882717,57.2981555085559,42.7018444914441,32.808,4.192,6,59.593,5.53294385206651,0.156143482319108,8095145458.32686,1046.96778078594,3.08171137743476,14.8049990906021,37.5619529967261,9.6941408328194,27.8678121639067,1.86680073560006,45.4392797422526,87.0384355077496,7.49079656656829,7.02931051974968,0.77659142,63.1423801,43.5069352,37.4729748,"Low income","High","Low","High","High","Low","High"
